,TimeToRun-fold0,TimeToRun-fold1,TimeToRun-fold2,TimeToRun-fold3,TimeToRun-fold4,rocAUC-fold0,rocAUC-fold1,rocAUC-fold2,rocAUC-fold3,rocAUC-fold4,F1score-fold0,F1score-fold1,F1score-fold2,F1score-fold3,F1score-fold4,Accuracy-fold0,Accuracy-fold1,Accuracy-fold2,Accuracy-fold3,Accuracy-fold4
"('RBF', '1000000.0', 'scale', 'None')",5505.322334527969,3284.0989320278168,3018.1277980804443,3501.2730700969696,3879.408715248108,0.9685628739085302,0.980511002833919,0.9776705435612434,0.9657066025770118,0.9604747434613015,0.9595390524967989,0.9668734327570279,0.9571808510638298,0.9483896003104385,0.9520285449980178,0.9368,0.9498,0.9356,0.9202,0.9274
"('RBF', '10000000.0', 'scale', 'None')",13887.647374391556,12154.002157449722,23508.583795547485,16724.927861452103,10782.346863508224,0.9672876930383509,0.9772817578508257,0.972577483618628,0.9624391872555567,0.9430190799676036,0.9598568141140373,0.9647710779786252,0.9512130098640362,0.9440269499870433,0.9421926910299003,0.9372,0.9466,0.9268,0.9136,0.913
"('RBF', '100000000.0', 'scale', 'None')",21605.73957514763,23136.453508377075,29463.382333278656,24904.232738494873,20798.552177667618,0.9692916468779949,0.9772887130786776,0.9700485923417311,0.9609539783988892,0.939141065116567,0.9575368826170622,0.9628257706045773,0.9513527922164468,0.9410693378431118,0.9365205843293494,0.9338,0.9438,0.927,0.9094,0.9044
"('RBF', '1000000.0', 'auto', 'None')",243.73057317733765,263.50229811668396,344.61671900749207,227.12770795822144,329.728342294693,0.9803125911395778,0.9853646300637705,0.9843069892648192,0.9726022466709769,0.9782373744213809,0.9671922685656155,0.968090717299578,0.9630218687872764,0.9511944515797586,0.9648228063292794,0.9484,0.9516,0.9442,0.924,0.9462
"('RBF', '10000000.0', 'auto', 'None')",312.07117199897766,437.46066665649414,483.42330527305603,703.603152513504,334.00500750541687,0.9808940516226023,0.9854703046546853,0.9837443601405306,0.9677147038768235,0.9788039973487339,0.965561224489796,0.9671807038355081,0.9620790241315301,0.9457644628099172,0.9663448995564832,0.946,0.9502,0.9428,0.916,0.9484
"('RBF', '100000000.0', 'auto', 'None')",422.01530289649963,709.1435523033142,687.1725826263428,784.9332518577576,657.5572073459625,0.9798841706891223,0.9848878604126154,0.9840514543329679,0.955153802805954,0.9765733820415288,0.964116971012642,0.966389877421906,0.9608493696084938,0.93733681462141,0.9641923680083637,0.9438,0.949,0.941,0.904,0.9452
"('RBF', '100000.0', '1', 'None')",254.1375765800476,239.82576251029968,227.3157525062561,295.07399702072144,251.6472520828247,0.9739731139820628,0.9800831441399176,0.9800158115065796,0.9652148451991054,0.9761419683049924,0.9666071883762426,0.9687952600394998,0.960212201591512,0.9539920543380751,0.9689861871253583,0.9476,0.9526,0.94,0.9282,0.9524
"('RBF', '1000000.0', '1', 'None')",2376.2506654262543,2899.343162536621,3159.102874517441,2770.702043533325,2509.6570768356323,0.9712383252563479,0.9784159087151024,0.9764625191311995,0.9690404835341876,0.9727384188731402,0.9618986529826812,0.9664517826601764,0.95615200637789,0.9513541265562829,0.9620319455354805,0.9406,0.949,0.934,0.9242,0.942
"('RBF', '10000000.0', '1', 'None')",12304.598498821259,4986.495467662811,4702.609661579132,15777.487424850464,5683.688930034637,0.9669662631495867,0.9799651296286199,0.9720750069650228,0.9425712617606636,0.9669524521072452,0.9576271186440678,0.9663688912243825,0.955644090305445,0.9313237221494102,0.9546108567691302,0.934,0.9488,0.9332,0.8952,0.9306
"('RBF', '100000000.0', '1', 'None')",11242.568002223969,9319.796865940094,12669.701975345612,17160.113706111908,8905.046606302261,0.9671296127651884,0.980507637401087,0.973016189607824,0.9537915884977795,0.9590423781031967,0.9581359621047241,0.9649907870492235,0.9549980087614496,0.9397715472481827,0.9477572559366755,0.9346,0.9468,0.9322,0.9072,0.9208
